;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 10/04/2023 2:29:02 pm
;----------------------------------------------

;Address Opcode 	ASM
0x0002       [1]    FARG_Expander_Write_Byte_ModuleAddress
0x0002       [4]    FARG_Glcd_Ext_Image_image
0x0002       [1]    FARG_Expander_Read_Byte_ModuleAddress
0x0002       [2]    FARG__doprntout_prntoutfunc
0x0002       [2]    FARG___Lib_SPIT6963C_SPI_T6963C_Move_Cursor__x
0x0002       [2]    FARG_SPI_Ethernet_putConstString_ptr
0x0002       [2]    FARG_SPI_Ethernet_24j600_doTCP_start
0x0002       [2]    FARG___Lib_Glcd__Glcd_Get_Char_Width_ch
0x0002       [2]    FARG_Glcd_Write_Text_Return_Pos_text
0x0002       [2]    FARG_Write_Date_day
0x0002       [4]    FARG_Mmc_Fat_Get_Swap_File_nSect
0x0002       [2]    FARG_srand_x
0x0002       [1]    FARG_Glcd_Write_Char_Adv_ch
0x0002       [1]    FARG_RS485Slave_Init_slave_address
0x0002       [2]    FARG_SPI_Ethernet_putConstBytes_ptr
0x0002       [2]    FARG_RS485Slave_Receive_data_buffer
0x0002       [1]    FARG___Lib_PrintOut_fround_prec
0x0002       [1]    FARG_Expander_Write_PortA_ModuleAddress
0x0002       [4]    FARG___Lib_SPIT6963C__SPI_T6963C_getHeader_offset
0x0002       [2]    FARG___Lib_Glcd_Glcd_Move_Cursor__x
0x0002       [1]    FARG_Expander_Write_PortAB_ModuleAddress
0x0002       [4]    FARG_LongWordToStr_input
0x0002       [2]    FARG_RS485Slave_Send_data_buffer
0x0002       [2]    FARG_Glcd_Write_Text_Adv_text
0x0002       [1]    FARG_Expander_Write_PortB_ModuleAddress
0x0002       [2]    FARG_SPI_T6963C_Circle_Fill_x_center
0x0002       [1]    FARG_Expander_Set_DirectionPortA_ModuleAddress
0x0002       [1]    FARG_Expander_Set_DirectionPortAB_ModuleAddress
0x0002       [2]    FARG_xtoi_s
0x0002       [1]    FARG___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv_ch
0x0002       [1]    FARG_Expander_Set_PullUpsPortA_ModuleAddress
0x0002       [4]    FARG_Glcd_Write_Const_Text_Adv_ctext
0x0002       [1]    FARG_Expander_Read_PortAB_ModuleAddress
0x0002       [2]    FARG_RS485Master_Send_data_buffer
0x0002       [2]    FARG_SPI_Ethernet_24j600_dnsResolve_host
0x0002       [2]    FARG_SPI_T6963C_Config_width
0x0002       [1]    FARG_UART_Write__data
0x0002       [1]    FARG_Expander_Set_DirectionPortB_ModuleAddress
0x0002       [4]    FARG_SPI_T6963C_Set_Ext_Font_Adv_activeFont
0x0002       [4]    FARG_SPI_T6963C_Set_Font_Adv_activeFont
0x0002       [2]    FARG_SPI_T6963C_Write_Text_Return_Pos_text
0x0002       [2]    FARG_SPI_T6963C_Write_Text_Adv_text
0x0002       [2]    FARG_Expander_Init_Advanced_rstPort
0x0002       [1]    FARG_SPI_T6963C_Write_Char_Adv_ch
0x0002       [2]    FARG_Glcd_Ext_PartialImage_x_left
0x0002       [4]    FARG_SPI_T6963C_Write_Const_Text_Adv_text
0x0002       [2]    FARG_SPI_T6963C_Circle_x_center
0x0002       [2]    FARG_SPI_T6963C_Rectangle_Round_Edges_x_upper_left
0x0002       [2]    FARG_max_a
0x0002       [2]    FARG_Cf_Fat_Set_File_Date_year
0x0002       [4]    FARG_Cf_Fat_Get_Swap_File_sectors_cnt
0x0002       [2]    FARG_SPI_Ethernet_24j600_arpResolve_ip
0x0002       [4]    FARG_labs_x
0x0002       [2]    FARG___Lib_SPIT6963C__SPI_T6963C_Get_Char_Width_ch
0x0002       [2]    FARG___Lib_Glcd__Glcd_Get_Char_WidthE_ch
0x0002       [4]    FARG_SPI_T6963C_Write_Const_Text_str
0x0002       [2]    FARG_SPI_T6963C_Ext_PartialImage_x_left
0x0002       [2]    FARG_Cf_Fat_Write_fdata
0x0002       [2]    FARG_UART1_Read_Text_Output
0x0002       [4]    FARG_uldiv_number
0x0002       [2]    FARG_SPI_Ethernet_putString_ptr
0x0002       [2]    FARG_SPI_Ethernet_24j600_confNetwork_ipMask
0x0002       [4]    FARG_fabs_d
0x0002       [1]    FARG_Expander_Init_ModuleAddress
0x0002       [2]    FARG_SPI_Ethernet_writeMemory2_v
0x0002       [2]    FARG_SPI_Ethernet_writeMem_addr
0x0002       [4]    FARG_SPI_T6963C_Ext_Image_pic
0x0002       [2]    FARG_Mmc_Fat_QuickFormat_fat_label
0x0002       [2]    FARG___Lib_SPIT6963C__SPI_T6963C_Get_Char_WidthE_ch
0x0002       [2]    FARG_min_a
0x0002       [1]    FARG_SPI_Ethernet_putByte_v
0x0002       [4]    FARG_SPI_T6963C_Write_Const_Text_Return_Pos_text
0x0002       [2]    FARG_ReadBytesFromEEprom_address
0x0002       [2]    FARG_SPI_T6963C_box_x0
0x0002       [2]    FARG_UART_Set_Active_read_ptr
0x0002       [2]    FARG___Lib_MmcFat16_setSwapSpace_startClust
0x0002       [2]    FARG_SPI_T6963C_Rectangle_Round_Edges_Fill_x_upper_left
0x0002       [4]    FARG_floor_x
0x0002       [1]    FARG_SPI_Ethernet_24j600_DHCPmsg_messageType
0x0002       [2]    FARG_StoreBytesIntoEEprom_address
0x0002       [2]    FARG___Lib_MmcFat16_findSwapSpace_nClust
0x0002       [4]    FARG_Glcd_Write_Const_Text_Return_Pos_text
0x0002       [4]    FARG_ceil_x
0x0002       [2]    FARG_Cf_Fat_Get_File_Date_Modified_year
0x0003       [2]    FARG_S1D13700_Fill_start
0x0003       [2]    FARG_SPI_Ethernet_24j600_readPHY_h
0x0003       [1]    FARG_Glcd_Write_Char_x_pos
0x0003       [1]    FARG_CANSPIInitialize_BRP
0x0003       [1]    FARG_Expander_Write_PortA_Data_
0x0003       [2]    FARG_SPI_T6963C_fill_start
0x0003       [1]    FARG_SPI_T6963C_set_cursor_y
0x0003       [1]    FARG_SPI_Glcd_V_Line_y_end
0x0003       [1]    FARG_S1D13700_Set_Cursor_height
0x0003       [1]    FARG_Expander_Read_Byte_RegAddress
0x0003       [1]    FARG_Glcd_V_Line_y_end
0x0003       [1]    FARG_SPI_Glcd_Box_y_upper_left
0x0003       [1]    FARG_SPI_Ethernet_24j600_writePHY_h
0x0003       [1]    FARG_SPI_T6963C_sprite_py
0x0003       [1]    FARG_SPI_Ethernet_24j600_DHCPmsg_renewFlag
0x0003       [2]    FARG_Glcd_Write_Char_Adv_x
0x0003       [1]    FARG_Expander_Write_Byte_RegAddress
0x0003       [1]    FARG_SPI_Glcd_Rectangle_y_upper_left
0x0003       [2]    FARG_SPI_Ethernet_24j600_writeAddr_v
0x0003       [1]    FARG_CheckTimeOccuredOff_minutes_required
0x0003       [1]    FARG_Glcd_H_Line_x_end
0x0003       [1]    FARG_CheckTimeOccuredOn_minutes_required
0x0003       [1]    FARG_SPI_Ethernet_writeReg_v
0x0003       [4]    FARG___Lib_Mmc_Mmc_Send_Command_content
0x0003       [1]    FARG_SPI_Ethernet_24j600_clearBitReg_mask
0x0003       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_y_upper_left
0x0003       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_Fill_y_upper_left
0x0003       [1]    FARG_SPI_T6963C_write_char_x
0x0003       [1]    FARG_SPI_Lcd8_Out_column
0x0003       [1]    FARG_SPI_Glcd_H_Line_x_end
0x0003       [2]    FARG_SPI_Ethernet_readPHY_h
0x0003       [1]    FARG_SPI_Glcd_Write_Char_x_pos
0x0003       [2]    FARG_ShortToHex_output
0x0003       [1]    FARG_Glcd_Dot_y_pos
0x0003       [2]    FARG_Expander_Set_PullUpsPortAB_PullUps
0x0003       [1]    FARG_CANSPISetOperationMode_WAIT
0x0003       [1]    FARG_SPI_Ethernet_24j600_writeReg_v
0x0003       [2]    FARG_ByteToHex_output
0x0003       [2]    FARG_SPI_Glcd_Write_Char_Adv_x
0x0003       [4]    FARG___Lib_CANSPI_CANSPIIDToRegs_val
0x0003       [1]    FARG_Glcd_Rectangle_Round_Edges_y_upper_left
0x0003       [1]    FARG_SPI_Lcd8_Chr_column
0x0003       [1]    R3
0x0003       [1]    FARG_SPI1_Init_Advanced_fcy_div
0x0003       [2]    FARG_SPI_T6963C_Write_Char_Adv_x
0x0003       [1]    FARG_SPI_Lcd_Out_column
0x0003       [1]    FARG_SPI_Lcd_Chr_Column
0x0003       [1]    FARG_SPI_Glcd_Dot_y_pos
0x0003       [2]    FARG_SPI_Ethernet_writeAddr_v
0x0003       [1]    FARG_Display_On_7Segment_Character_chr2
0x0003       [1]    FARG_Glcd_Rectangle_Round_Edges_Fill_y_upper_left
0x0003       [1]    FARG_SPI_Ethernet_DHCPmsg_renewFlag
0x0003       [1]    FARG_SPI_Ethernet_writePHY_h
0x0003       [2]    FARG_ByteToStr_output
0x0003       [2]    FARG_S1D13700_Write_Char_x
0x0003       [1]    FARG_PWM16bit_Init_prescaler
0x0003       [1]    FARG_PWM2_Init_prescaler
0x0003       [2]    FARG_Expander_Set_DirectionPortAB_Direction
0x0003       [2]    FARG_Expander_Write_PortAB_Data_
0x0003       [4]    FARG_CANSPISetMask_val
0x0003       [1]    FARG_Expander_Set_PullUpsPortA_Data_
0x0003       [1]    FARG_Lcd_Out_column
0x0003       [1]    FARG_Glcd_Rectangle_y_upper_left
0x0003       [1]    FARG___Lib_CANSPI_RegsToCANSPIID_CANSPI_CONFIG_FLAGS
0x0003       [1]    FARG_Expander_Set_DirectionPortA_Data_
0x0003       [1]    FARG_SPI_Ethernet_clearBitReg_mask
0x0003       [1]    FARG_PWM1_Init_prescaler
0x0003       [1]    FARG_Expander_Set_DirectionPortB_Data_
0x0003       [4]    FARG_CANSPISetFilter_val
0x0003       [2]    FARG_ShortToStr_output
0x0003       [1]    FARG_Glcd_Box_y_upper_left
0x0003       [1]    FARG_write_Ds1307_w_data
0x0003       [1]    FARG_Expander_Write_PortB_Data_
0x0003       [1]    FARG_Lcd_Chr_column
0x0003       [1]    FARG_Expander_Set_PullUpsPortB_Data_
0x0003       [1]    FARG_CANSPISetBaudRate_BRP
0x0003       [1]    FARG_SPI_Ethernet_setBitReg_mask
0x0003       [1]    FARG_SPI_Ethernet_24j600_setBitReg_mask
0x0003       [2]    FARG_S1D13700_Write_Char_Adv_x
0x0004       [2]    FARG_SPI_T6963C_Circle_y_center
0x0004       [2]    FARG_SPI_T6963C_Rectangle_Round_Edges_y_upper_left
0x0004       [1]    FARG_SPI_T6963C_write_text_x
0x0004       [1]    FARG_SPI_Glcd_Dot_color
0x0004       [1]    FARG_SPI_T6963C_Config_height
0x0004       [1]    FARG_SPI_Glcd_V_Line_x_pos
0x0004       [2]    FARG_SPI_Ethernet_24j600_confNetwork_gwIpAddr
0x0004       [2]    FARG_SPI_Ethernet_24j600_sendUDP2_destIP
0x0004       [2]    FARG_SPI_Ethernet_24j600_RAMcopy_stop
0x0004       [2]    FARG_SPI_T6963C_PartialImage_y_top
0x0004       [2]    FARG_SPI_T6963C_sprite_pic
0x0004       [1]    FARG_SPI_Glcd_H_Line_y_pos
0x0004       [1]    FARG_SPI_Ethernet_24j600_dnsResolve_tmax
0x0004       [2]    FARG_SPI_Glcd_Circle_y_center
0x0004       [2]    FARG_SPI_T6963C_rectangle_y0
0x0004       [2]    FARG_SPI_Glcd_Line_y_start
0x0004       [2]    FARG_SPI_Glcd_Circle_Fill_y_center
0x0004       [1]    FARG_SPI_T6963C_write_char_y
0x0004       [2]    FARG_SPI_Ethernet_24j600_checksum_l
0x0004       [1]    FARG_SPI_Ethernet_dnsResolve_tmax
0x0004       [2]    FARG_SPI_T6963C_box_y0
0x0004       [2]    FARG_SPI_Ethernet_24j600_Init_ip
0x0004       [2]    FARG_SPI_Ethernet_24j600_doTCP_ipHeaderLen
0x0004       [2]    FARG___Lib_SPIT6963C_SPI_T6963C_Move_Cursor__y
0x0004       [2]    FARG_SPI_Glcd_Write_Text_Adv_x
0x0004       [2]    FARG_TP_Set_Calibration_Consts_x_max
0x0004       [1]    FARG_SPI_Lcd8_Chr_out_char
0x0004       [2]    FARG_TP_Get_Calibration_Consts_x_max
0x0004       [2]    FARG_SPI_T6963C_Write_Text_Return_Pos_x
0x0004       [2]    FARG___Lib_SPIGlcd_SPI_Glcd_Move_Cursor__y
0x0004       [2]    FARG_SPI_Ethernet_Init_ip
0x0004       [2]    FARG_SPI_Ethernet_putBytes_n
0x0004       [2]    FARG_SPI_Ethernet_memcmp_s
0x0004       [2]    FARG_SPI_Lcd8_Out_text
0x0004       [1]    FARG_SPI_Ethernet_24j600_doUDP_ipHeaderLen
0x0004       [2]    FARG_SPI_Glcd_Write_Text_Return_Pos_x
0x0004       [2]    FARG_SPI_Ethernet_24j600_getBytes_addr
0x0004       [1]    FARG_SPI_Ethernet_writeMem_v1
0x0004       [2]    FARG_SPI_Lcd_Out_text
0x0004       [1]    FARG_SPI_Ethernet_writeMemory_v1
0x0004       [2]    FARG_SPI_T6963C_Ext_PartialImage_y_top
0x0004       [1]    R4
0x0004       [1]    FARG_SPI_Lcd_Chr_Out_Char
0x0004       [2]    FARG_SPI_Ethernet_memcpy_s
0x0004       [2]    FARG_SPI_Glcd_Ext_PartialImage_y_top
0x0004       [2]    FARG_TP_Get_Coordinates_y_coordinate
0x0004       [1]    FARG_SPI_Ethernet_writePHY_l
0x0004       [2]    FARG_SPI_T6963C_Write_Text_Adv_x
0x0004       [2]    FARG_SPI_Ethernet_24j600_putConstBytes_n
0x0004       [2]    FARG_TP_Init_display_height
0x0004       [1]    FARG_SPI_Ethernet_doUDP_ipHeaderLen
0x0004       [2]    FARG_SPI_Ethernet_sendUDP2_destIP
0x0004       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_x_bottom_right
0x0004       [1]    FARG_SPI_Ethernet_24j600_arpResolve_tmax
0x0004       [2]    FARG_SPI_T6963C_Rectangle_Round_Edges_Fill_y_upper_left
0x0004       [2]    FARG_SPI_T6963C_dot_y
0x0004       [2]    FARG_SPI_Ethernet_checksum_l
0x0004       [1]    FARG_SPI_Glcd_Rectangle_x_bottom_right
0x0004       [2]    FARG_SPI_Ethernet_confNetwork_gwIpAddr
0x0004       [2]    FARG_SPI_Ethernet_24j600_memcmp_s
0x0004       [1]    FARG_SPI_Ethernet_24j600_writePHY_l
0x0004       [2]    FARG_SPI_T6963C_line_y0
0x0004       [2]    FARG_SPI_Ethernet_sendUDP_sourcePort
0x0004       [1]    FARG_SPI_Glcd_Box_x_bottom_right
0x0004       [2]    FARG_SPI_Ethernet_putConstBytes_n
0x0004       [1]    FARG_SPI_Ethernet_24j600_writeMemory_v1
0x0004       [1]    FARG_SPI_Ethernet_arpResolve_tmax
0x0004       [2]    FARG_SPI_Ethernet_getBytes_addr
0x0004       [2]    FARG_SPI_Ethernet_24j600_putBytes_n
0x0004       [1]    FARG_SPI_Ethernet_24j600_writeMem_v1
0x0004       [2]    FARG_SPI_T6963C_Circle_Fill_y_center
0x0004       [2]    FARG_SPI_Ethernet_doTCP_ipHeaderLen
0x0004       [2]    FARG_SPI_Ethernet_24j600_sendUDP_sourcePort
0x0004       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_Fill_x_bottom_right
0x0004       [1]    FARG_SPI_T6963C_setPtr_c
0x0004       [2]    FARG_SPI_Ethernet_RAMcopy_stop
0x0004       [2]    FARG_SPI_Ethernet_24j600_memcpy_s
0x0004       [2]    FARG_SPI_Glcd_PartialImage_y_top
0x0004       [2]    FARG_S1D13700_PartialImage_y_top
0x0004       [2]    FARG_strncmp_s2
0x0004       [1]    FARG_Lcd_Chr_out_char
0x0004       [2]    FARG_Lcd_Out_text
0x0004       [2]    FARG_strspn_str2
0x0004       [2]    FARG_strncpy_from
0x0004       [2]    FARG_strtok_s2
0x0004       [2]    FARG_strcspn_s2
0x0004       [2]    FARG_strpbrk_s2
0x0004       [2]    FARG_Glcd_Ext_PartialImage_y_top
0x0004       [2]    FARG_div_denom
0x0004       [2]    FARG_min_b
0x0004       [2]    FARG_max_b
0x0004       [1]    FARG_strrchr_chr
0x0004       [2]    FARG___Lib_Sprinti__doprnti_f
0x0004       [2]    FARG___Lib_CStdlib_strtod_res
0x0004       [2]    FARG_strstr_s2
0x0004       [1]    FARG_CANSPIInitialize_PHSEG1
0x0004       [2]    FARG_memcmp_s2
0x0004       [1]    FARG_CANSPISetBaudRate_PHSEG1
0x0004       [2]    FARG_memmove_from
0x0004       [2]    FARG_memcpy_s1
0x0004       [1]    FARG_Expander_Write_Byte_Data_
0x0004       [2]    FARG_VDelay_Advanced_ms_Current_Fosc_kHz
0x0004       [2]    FARG___Lib_Sprintl__doprntl_f
0x0004       [1]    FARG_memchr_n
0x0004       [2]    FARG_S1D13700_Circle_y_center
0x0004       [2]    FARG_CANSPIRead_rd_data
0x0004       [2]    FARG_S1D13700_Circle_Fill_y_center
0x0004       [2]    FARG_strncat_from
0x0004       [2]    FARG_strcpy_from
0x0004       [2]    FARG_strcat_from
0x0004       [1]    FARG_memset_character
0x0004       [2]    FARG_strcmp_s2
0x0004       [1]    FARG_strchr_chr
0x0004       [2]    FARG___Lib_Sprintf__doprntf_f
0x0004       [2]    FARG_IntToStrWithZeros_output
0x0004       [2]    FARG_Glcd_Line_y_start
0x0004       [2]    FARG_WordToStrWithZeros_output
0x0004       [2]    FARG_IntToStr_output
0x0004       [1]    FARG_Glcd_V_Line_x_pos
0x0004       [2]    FARG_Glcd_Circle_y_center
0x0004       [2]    FARG___Lib_MemManager_MM_CheckBlocks_S1
0x0004       [1]    FARG_Glcd_H_Line_y_pos
0x0004       [2]    FARG_WordToStr_output
0x0004       [2]    FARG_Free_Size
0x0004       [1]    FARG_Glcd_Write_Char_page_num
0x0004       [2]    FARG___Lib_S1D13700_S1D13700_Move_Cursor__y
0x0004       [2]    FARG_S1D13700_Write_Text_Return_Pos_x
0x0004       [1]    FARG_Glcd_Write_Text_x_pos
0x0004       [1]    FARG_Glcd_Dot_color
0x0004       [2]    FARG_WordToHex_output
0x0004       [2]    FARG_IntToHex_output
0x0004       [2]    FARG_Glcd_Circle_Fill_y_center
0x0004       [2]    FARG_S1D13700_Write_Text_x
0x0004       [1]    FARG_Cf_Fat_Assign_file_cre_attr
0x0004       [2]    FARG_Cf_Fat_Write_data_len
0x0004       [2]    FARG___Lib_Glcd_Glcd_Move_Cursor__y
0x0004       [2]    FARG_S1D13700_Ext_PartialImage_y_top
0x0004       [2]    FARG_Glcd_Write_Text_Adv_x
0x0004       [2]    FARG_Glcd_Write_Text_Return_Pos_x
0x0004       [1]    FARG___Lib_CFFat16_Cf_Fat_Create_file_attr
0x0004       [2]    FARG_Glcd_PartialImage_y_top
0x0004       [1]    FARG_Glcd_Rectangle_x_bottom_right
0x0004       [1]    FARG_Glcd_Box_x_bottom_right
0x0004       [2]    FARG_Cf_Fat_Get_File_Date_Modified_month
0x0004       [2]    FARG_S1D13700_Write_Text_Adv_x
0x0004       [1]    FARG_Glcd_Rectangle_Round_Edges_Fill_x_bottom_right
0x0004       [1]    FARG_Cf_Fat_Set_File_Date_month
0x0004       [2]    FARG_Cf_Fat_Get_File_Date_month
0x0004       [1]    FARG_Glcd_Rectangle_Round_Edges_x_bottom_right
0x0004       [2]    FARG_S1D13700_Line_y0
0x0004       [1]    FARG_PWM2_Init_inverted
0x0004       [1]    FARG_PWM16bit_Init_inverted
0x0004       [2]    FARG_ReadBytesFromEEprom_ptr
0x0004       [2]    FARG_S1D13700_Init_height
0x0004       [1]    FARG_PWM1_Init_inverted
0x0004       [2]    FARG_StoreBytesIntoEEprom_ptr
0x0004       [2]    FARG_S1D13700_Dot_y
0x0004       [1]    FARG_Ow_Read_pin
0x0004       [1]    FARG_Ow_Write_pin
0x0004       [1]    FARG_Mmc_Fat_Set_File_Date_month
0x0004       [1]    FARG_SPI1_Init_Advanced_clock_and_edge
0x0004       [1]    FARG_PWM16bit_Change_Duty_channel
0x0004       [2]    FARG_Mmc_Fat_Get_File_Date_Modified_month
0x0004       [2]    FARG_Mmc_Fat_Get_File_Date_month
0x0004       [2]    FARG_S1D13700_H_Line_x_end
0x0004       [1]    FARG_Sound_Init_pin
0x0004       [2]    FARG_Sound_Play_duration_ms
0x0004       [2]    FARG_FLASH_Read_Bytes_buffer
0x0004       [2]    FARG_FLASH_Write_Page_dData
0x0004       [1]    FARG_RS485Master_Send_datalen
0x0004       [1]    FARG_Soft_UART_Init_rx_pin
0x0004       [1]    FARG_EEPROM_Write_dData
0x0004       [1]    FARG_SPI_Glcd_Write_Text_x_pos
0x0004       [1]    FARG_SPI_Glcd_Write_Char_page_num
0x0004       [2]    FARG_Write_Date_month
0x0004       [2]    FARG_Ps2_Key_Read_special
0x0004       [2]    FARG___Lib_MmcFat16_setSwapSpace_nClust
0x0004       [2]    FARG_Write_Time_minutes
0x0004       [1]    FARG_RS485Slave_Send_datalen
0x0004       [2]    FARG_FLASH_Read_Words_buffer
0x0004       [1]    FARG_S1D13700_Set_Cursor_mode
0x0004       [2]    FARG_S1D13700_V_Line_y_end
0x0004       [2]    FARG_UART1_Read_Text_Delimiter
0x0004       [1]    FARG_CheckTimeOccuredOn_hours_required
0x0004       [2]    FARG_UART_Set_Active_write_ptr
0x0004       [1]    FARG_CheckTimeOccuredOff_hours_required
0x0004       [1]    FARG_Mmc_Fat_MakeDir_attrib
0x0004       [4]    FARG___Lib_MmcFat16_eraseEntry_sect
0x0004       [2]    FARG___Lib_MmcFat16_stat_d
0x0004       [2]    FARG___Lib_MmcFat16_mkNod_s
0x0004       [2]    FARG___Lib_MmcFat16_putFatEntry_v
0x0004       [2]    FARG___Lib_MmcFat16_nameToUpper_old
0x0004       [1]    FARG_Expander_Init_Advanced_rstPin
0x0004       [2]    FARG_S1D13700_Rectangle_Round_Edges_Fill_y_upper_left
0x0004       [2]    FARG__doprntout_f
0x0004       [2]    FARG___Lib_MmcFat16_f16_DirentToDir_d
0x0004       [2]    FARG_UART_Read_Text_Delimiter
0x0004       [2]    FARG_S1D13700_Box_y0
0x0004       [2]    FARG___Lib_MmcFat16_Mmc_ConstToVar_src
0x0004       [2]    FARG_Mmc_Fat_Write_len
0x0004       [1]    FARG_Mmc_Fat_Open_mode
0x0004       [1]    FARG_Display_On_7Segment_Character_chr3
0x0004       [2]    FARG_S1D13700_Rectangle_y0
0x0004       [2]    FARG_Mmc_Fat_ReadN_n
0x0004       [2]    FARG_Mmc_Fat_RenameDir_newName
0x0004       [1]    FARG_Button_pin
0x0004       [1]    FARG_Ow_Reset_pin
0x0004       [2]    FARG_S1D13700_Rectangle_Round_Edges_y_upper_left
0x0004       [1]    FARG_Mmc_Fat_Assign_attrib
0x0004       [2]    FARG_SPI_Set_Active_write_ptr
0x0005       [1]    FARG_SPI_Ethernet_writeMemory_v2
0x0005       [2]    FARG_memchr_v
0x0005       [1]    FARG_Mmc_Fat_Set_File_Date_day
0x0005       [1]    FARG_Glcd_Write_Text_page_num
0x0005       [1]    FARG_SPI_T6963C_Config_fntW
0x0005       [1]    FARG_SPI_T6963C_write_char_mode
0x0005       [1]    FARG_SPI_T6963C_write_text_y
0x0005       [2]    FARG_SPI_T6963C_fill_len
0x0005       [1]    FARG_RS485Master_Send_slave_address
0x0005       [1]    FARG_Glcd_Write_Char_color
0x0005       [2]    FARG_S1D13700_Fill_len
0x0005       [2]    FARG_SPI_Glcd_Write_Char_Adv_y
0x0005       [2]    FARG_SPI_T6963C_Write_Char_Adv_y
0x0005       [1]    FARG_Glcd_Rectangle_y_bottom_right
0x0005       [1]    FARG_Glcd_Box_y_bottom_right
0x0005       [1]    FARG_Glcd_Rectangle_Round_Edges_Fill_y_bottom_right
0x0005       [2]    FARG_SPI_Ethernet_readPHY_l
0x0005       [1]    FARG_Glcd_Rectangle_Round_Edges_y_bottom_right
0x0005       [2]    FARG_Glcd_Write_Char_Adv_y
0x0005       [1]    FARG_Glcd_H_Line_color
0x0005       [2]    FARG_SPI_Ethernet_doUDP_payloadAddr
0x0005       [1]    FARG_Glcd_V_Line_color
0x0005       [1]    FARG_Mmc_Fat_Open_attrib
0x0005       [2]    FARG_memset_n
0x0005       [2]    FARG_S1D13700_Write_Char_y
0x0005       [2]    FARG_S1D13700_Write_Char_Adv_y
0x0005       [1]    FARG_Button_time_ms
0x0005       [1]    FARG_PWM1_Init_duty
0x0005       [1]    FARG_SPI_Glcd_H_Line_color
0x0005       [1]    FARG_PWM2_Init_duty
0x0005       [1]    FARG_SPI_Ethernet_24j600_writeMemory_v2
0x0005       [2]    FARG_SPI_Ethernet_24j600_doUDP_payloadAddr
0x0005       [1]    FARG_Soft_UART_Init_tx_pin
0x0005       [1]    FARG_CANSPISetBaudRate_PHSEG2
0x0005       [1]    FARG_Expander_Init_Advanced_haen
0x0005       [1]    FARG_Cf_Fat_Set_File_Date_day
0x0005       [2]    FARG_SPI_Ethernet_24j600_readPHY_l
0x0005       [1]    FARG_SPI_Glcd_Box_y_bottom_right
0x0005       [1]    FARG_SPI_Glcd_Write_Text_page_num
0x0005       [1]    FARG_SPI_Glcd_Write_Char_color
0x0005       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_y_bottom_right
0x0005       [1]    FARG_SPI_Glcd_Rectangle_y_bottom_right
0x0005       [2]    FARG_PWM16bit_Init_duty
0x0005       [1]    FARG_Ow_Write_data_
0x0005       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_Fill_y_bottom_right
0x0005       [1]    R5
0x0005       [1]    FARG_SPI_Glcd_V_Line_color
0x0005       [1]    FARG_CANSPIInitialize_PHSEG2
0x0006       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_round_radius
0x0006       [2]    FARG_Mmc_Write_Sector_dbuff
0x0006       [2]    FARG_S1D13700_PartialImage_width
0x0006       [2]    FARG_SPI_Ethernet_24j600_sendUDP_destPort
0x0006       [2]    FARG_memmove_n
0x0006       [2]    FARG_memcpy_n
0x0006       [2]    FARG_SPI_Glcd_Line_x_end
0x0006       [1]    FARG_SPI_Glcd_Box_color
0x0006       [1]    FARG_SPI_Glcd_Set_Font_aFontWidth
0x0006       [1]    FARG_S1D13700_Dot_color
0x0006       [2]    FARG_SPI_T6963C_line_x1
0x0006       [1]    FARG_strncmp_len
0x0006       [2]    FARG_memcmp_n
0x0006       [1]    FARG_CANSPIInitialize_PROPSEG
0x0006       [2]    FARG___Lib_Sprintl__doprntl_ap
0x0006       [2]    FARG_CANSPIWrite_wr_data
0x0006       [2]    FARG_FLASH_Read_Words_NoWords
0x0006       [2]    FARG_strncpy_size
0x0006       [2]    FARG_Write_Time_hours
0x0006       [2]    FARG_SPI_Ethernet_RAMcopy_dest
0x0006       [2]    FARG_Mmc_Fat_Get_Swap_File_name
0x0006       [2]    FARG_strncat_size
0x0006       [2]    FARG_CANSPIRead_data_len
0x0006       [2]    FARG_S1D13700_Circle_Fill_radius
0x0006       [1]    FARG_CANSPISetBaudRate_PROPSEG
0x0006       [2]    FARG_FLASH_Read_Bytes_NoBytes
0x0006       [2]    FARG_Mmc_Read_Sector_dbuff
0x0006       [2]    FARG_S1D13700_Circle_radius
0x0006       [2]    FARG_Ps2_Key_Read_pressed
0x0006       [2]    FARG_SPI_Ethernet_confNetwork_dnsIpAddr
0x0006       [2]    FARG_Write_Date_year
0x0006       [1]    FARG_SPI_Glcd_Rectangle_Round_Edges_Fill_round_radius
0x0006       [1]    FARG_SPI_T6963C_dot_color
0x0006       [2]    FARG_S1D13700_Rectangle_x1
0x0006       [2]    FARG_SPI_Glcd_Circle_Fill_radius
0x0006       [2]    FARG_ReadBytesFromEEprom_SizeinBytes
0x0006       [2]    FARG_TWI_SetTimeoutCallback_TWI_timeout
0x0006       [2]    FARG_TP_Get_Calibration_Consts_y_min
0x0006       [1]    FARG_Button_active_state
